流水,華語,台語,台羅,備存對照
19899,瘀血,烏青凝血,oo-tshenn gîng-hueh/oo-tshinn gîng-huih,6288
19900,瘀血,凝血,gîng-hueh/gîng-huih,11630
19901,盞,盞,tsuánn,9767
19902,盞,葩,pha,10005
19903,盟友,盟友,bîng-iú,54499
19904,睜,瞪,tènn/tìnn,12266
19905,睜大眼睛,金金,kim-kim,4581
19906,睜開,褫,thí,11919
19907,督學,督學,tok-ha̍k,9794
19908,睪丸,𡳞核,lān-hu̍t,13522
19909,睫毛,目睫毛,ba̍k-tsiah-mn̂g,1987
19910,睫毛,目睭毛,ba̍k-tsiu-mn̂g,1988
19911,矮,矮,é/ué,9769
19912,矮人,矮人,é-lâng/ué-lâng,9770
19913,矮小肥短,矮肥,é-puî/ué-puî,9778
19914,矮胖,矮肥,é-puî/ué-puî,9778
19915,硼砂,硼砂,phîng-se,9780
19916,碌,碌,li̍k,9802
19917,碎,碎,tshuì,9803
19918,碎片,杮,phuè,4201
19919,碎片,碎片,tshuì-phìnn,51005
19920,碎石,石仔,tsio̍h-á,1885
19921,碎碎唸,踅踅唸,se̍h-se̍h-liām,10928
19922,碑,碑,pi,9804
19923,碑文,碑文,pi-bûn,52260
19924,碗,碗,uánn,9805
19925,碗,碗頭仔,uánn-thâu-á,9831
19926,碗公,碗公,uánn-kong,9812
19927,碗筷,碗箸,uánn-tī/uánn-tū,9825
19928,碗粿,碗粿,uánn-kué/uánn-ké,9826
19929,碗盤,碗盤,uánn-puânn,9827
19930,碗糕,碗糕,uánn-ko,9830
19931,碰一鼻子灰,碰壁,pōng-piah,9829
19932,碰巧,拄䢢,tú-tshiāng,3987
19933,碰巧,註死,tsù-sí,9083
19934,碰巧,䢢拄䢢,tshiāng-tú-tshiāng,13599
19935,碰見,遇著,gū-tio̍h,10255
19936,碰到,拄著,tú-tio̍h,4127
19937,碰到,遇著,gū-tio̍h,10255
19938,碰面,相見,sio-kìnn,5259
19939,碰釘子,碰釘,phòng-ting,9821
19940,碰釘子,膨餅,phòng-piánn,11912
19941,碰傷,靠著,khò-tio̍h,11594
19942,碰撞,硞,kho̍k,8793
19943,碰壁,食膨餅,tsia̍h-phòng-piánn,5692
19944,碰壁,碰壁,pōng-piah,9829
19945,碰觸,磕,kha̍p,11274
19946,禁,禁,kìm,9807
19947,禁不起,袂堪得,bē-kham-tit/buē-kham-tit,6679
19948,禁止,禁止,kìm-tsí,9814
19949,禁令,禁令,kìm-līng,53227
19950,禁用,禁用,kìm-iōng,53781
19951,禁吃某些食物,忌喙,khī-tshuì,3196
19952,禁忌,禁忌,kìm-khī,9818
19953,禁區,禁區,kìm-khu,51881
19954,禁屠,禁屠,kìm-tôo,9822
19955,禽獸,禽獸,khîm-siù,9832
19956,稗,稗,phē/phuē,9808
19957,稗子,稗仔,phē-á/phuē-á,9815
19958,稗草,稗仔,phē-á/phuē-á,9815
19959,稚氣,囡仔性,gín-á-sìng,2159
19960,稜角,鋩角,mê-kak,11553
19961,稜角絲瓜,澎湖菜瓜,phênn-ôo-tshài-kue,11234
19962,稜果榕,豬母奶仔,ti-bó-ling-á/tu-bó-ni-á,11441
19963,稟,稟,pín,9810
19964,稟告,稟告,pín-kò,9817
19965,稠,洘,khó,5144
19966,稠密,洘,khó,5144
19967,稠密,洘秫秫,khó-tsu̍t-tsu̍t,5168
19968,稠稀飯,洘頭糜,khó-thâu-muê/khó-thâu-bê,5178
19969,窟,窟,khut,9811
19970,窟窿,窟仔,khut-á,9816
19971,筷筒,箸籠,tī-lāng/tū-lāng,10778
19972,筷籠,箸籠,tī-lāng/tū-lāng,10778
19973,節,目,ba̍k,1864
19974,節,節,tsat,9835
19975,節,節,tseh/tsueh,9836
19976,節,節,tsiat,9837
19977,節日,節日,tseh-ji̍t/tsueh-li̍t,9850
19978,節用,儉儉仔用,khiām-khiām-á īng,11003
19979,節目,節目,tsiat-bo̍k,9851
19980,節育,節育,tsiat-io̍k,9852
19981,節制,節制,tsiat-tsè,9853
19982,節制,撙節,tsún-tsat,11119
19983,節制力量,節力,tsat-la̍t,9847
19984,節拍,板嘹,pán-liâu,4258
19985,節拍,嘹拍,liâu-phik,11025
19986,節長,落䈄,làu-ham,9897
19987,節奏,節奏,tsiat-tsàu,50617
19988,節省,抾拾,khioh-si̍p,4070
19989,節省,省,síng,5321
19990,節省,減省,kiám-síng,8561
19991,節省,節省,tsiat-síng,9854
19992,節省,儉,khiām,10993
19993,節省,儉儉仔用,khiām-khiām-á īng,11003
19994,節省人工,省工,síng-kang,5336
19995,節約,虯儉,khiû-khiām,4653
19996,節約,省,síng,5321
19997,節約,節省,tsiat-síng,9854
19998,節約,節約,tsiat-iok,9855
19999,節氣,節氣,tseh-khuì/tsueh-khuì,9857
20000,節稅,節稅,tsiat-suè/tsiat-sè,54500
20001,節距離長,落䈄,làu-ham,9897
20002,節儉,抾拾,khioh-si̍p,4070
20003,節儉,虯儉,khiû-khiām,4653
20004,節儉,節儉,tsiat-khiām,9875
20005,節儉,儉儉仔用,khiām-khiām-á īng,11003
20006,絹,絹,kìn,9838
20007,綁,捆,khún,6011
20008,綁,縛,pa̍k,11864
20009,綁架,綁票,páng-phiò,9864
20010,綁票,綁票,páng-phiò,9864
20011,綑,摠,tsáng,10536
20012,綑綁,,hân,13621
20013,經,經,kenn/kinn,9839
20014,經,經,king,9840
20015,經手,接手,tsiap-tshiú,7348
20016,經手,過手,kuè-tshiú/kè-tshiú,10193
20017,經文,經文,king-bûn,52061
20018,經由,經由,king-iû,50892
20019,經年累月,年久月深,nî-kú-gue̍h-tshim/nî-kú-ge̍h-tshim,2302
20020,經典,經典,king-tián,51434
20021,經建會,經建會,king-kiàn-huē,50532
20022,經紀人,牽猴仔,khan-kâu-á,7635
20023,經商,經商,king-siong,9860
20024,經常,不時,put-sî,708
20025,經常,四常,sù-siông,1540
20026,經常,串,tshuàn,2864
20027,經常,定定,tiānn-tiānn,3852
20028,經常,往往,íng-íng,3921
20029,經常,時常,sî-siông,6060
20030,經常,常在,tshiâng-tsāi,7216
20031,經理,經理,king-lí,9862
20032,經期,經期,king-kî,9866
20033,經費,經費,king-huì,9868
20034,經貿,經貿,king-bōo,51006
20035,經過,經過,king-kuè/king-kè,9871
20036,經銷,經銷,king-siau,50618
20037,經歷,經歷,king-li̍k,9877
20038,經濟,省,síng,5321
20039,經濟,經濟,king-tsè,9878
20040,經營,經營,king-îng,9879
20041,經驗,經驗,king-giām,9881
20042,經驗豐富,老,láu,2601
20043,罩,崁,khàm,5909
20044,罩,罨,am,9841
20045,罩,罩,tà,9842
20046,罩,罩,tàu,9843
20047,罩衫,罩衫,tà-sann,9856
20048,罩蘭,罩蘭,Tà-lân,40212
20049,罪,罪,tsuē,9844
20050,罪人,罪人,tsuē-jîn/tsuē-lîn,9848
20051,罪犯,罪犯,tsuē-huān,52528
20052,罪名,罪名,tsuē-miâ,53228
20053,罪惡,罪惡,tsuē-ok,9865
20054,罪嫌,罪嫌,tsuē-hiâm,52529
20055,罪業,業債,gia̍p-tsè,9645
20056,罪業,罪業,tsuē-gia̍p,9869
20057,罪過,罪過,tsuē-kò,9872
20058,罪孽,罪業,tsuē-gia̍p,9869
20059,置,架,khuè/khè,5080
20060,置身事外,外外,guā-guā,1463
20061,置身事外,激外外,kik-guā-guā,11780
20062,署名,徛名,khiā-miâ,7264
20063,署長,署長,sú-tiúnn,52825
20064,群,括,kuah,4922
20065,群,群,kûn,9845
20066,群生,萬物,bān-bu̍t,9945
20067,群島,群島,kûn-tó/kûn-tóo,52531
20068,群眾,群眾,kûn-tsiòng,51567
20069,群體,嚾,uang,13119
20070,群體,群體,kûn-thé,51435
20071,羨慕,欣羨,him-siān,4312
20072,義,義,gī,9846
20073,義子,契囝,khè-kiánn/khuè-kiánn,4850
20074,義子,義子,gī-tsú,9849
20075,義工,義工,gī-kang,54501
20076,義父,契爸,khè-pē/khuè-pē,4852
20077,義母,契母,khè-bú/khuè-bú,4849
20078,義民廟,義民廟,Gī-bîn-biō,39041
20079,義竹鄉,義竹鄉,Gī-tik-hiong,35210
20080,義氣,義氣,gī-khì,9858
20081,義務,義務,gī-bū,9861
20082,義理,義理,gī-lí,9863
20083,義診,義診,gī-tsín,52062
20084,義賣,義賣,gī-bē/gī-buē,52530
20085,義齒,假喙齒,ké-tshuì-khí,7002
20086,聖,聖,siànn,9882
20087,聖火,聖火,sìng-hué/sìng-hé,51568
20088,聖母,聖母,sìng-bó,9924
20089,聖旨,聖旨,sìng-tsí,9930
20090,聖杯,象桮,siūnn-pue,9108
20091,聖經,聖經,sìng-king,9984
20092,聖誕,聖誕,sìng-tàn,51569
20093,聖戰,聖戰,sìng-tsiàn,53782
20094,聖嬰,聖嬰,Sìng-ing,54502
20095,聘,聘,phìng,9883
20096,聘任,聘任,phìng-jīm/phìng-līm,52826
20097,聘金,聘金,phìng-kim,9949
20098,聘約,聘約,phìng-iok,52532
20099,聘書,聘書,phìng-su,9961
20100,聘僱,倩,tshiànn,5730
20101,聘請,聘請,phìng-tshiánn,9992
20102,聘禮,聘金,phìng-kim,9949
20103,聘禮,聘禮,phìng-lé,10001
20104,腥,臊,tsho,12332
20105,腥,羶,hiàn,12850
20106,腥味,臭羶,tshàu-hiàn,6645
20107,腥臭,臭臊,tshàu-tsho,6641
20108,腥臊,臭臊,tshàu-tsho,6641
20109,腦,腦,náu,9885
20110,腦力,腦力,náu-li̍k,9899
20111,腦中風,中風,tiòng-hong,697
20112,腦充血,斷腦筋,tn̄g-náu-kin/tn̄g-náu-kun,12535
20113,腦海,腦海,náu-hái,53229
20114,腦神經,腦筋,náu-kin/náu-kun,9980
20115,腦袋,頭殼,thâu-khak,12104
20116,腦貧血,腦貧血,náu-pîn-hiat,9975
20117,腦部,腦部,náu-pōo,52063
20118,腦筋,頭殼,thâu-khak,12104
20119,腦筋,頭腦,thâu-náu/thâu-nóo,12108
20120,腦溢血,中風,tiòng-hong,697
20121,腦膜炎,腦膜炎,náu-mo̍oh-iām,9991
20122,腦髓,腦髓,náu-tshué/náu-tshé,10003
20123,腦髓,頭殼髓,thâu-khak-tshué/thâu-khak-tshé,12107
20124,腫,腫,tsíng,9886
20125,腫,譀,hàm,12900
20126,腫起,胮,hàng,6511
20127,腫塊,癗,luî,12556
20128,腮腺炎,豬頭爿,ti-thâu-pîng/tu-thâu-pîng,11502
20129,腮腺炎,豬頭皮,ti-thâu-phuê/tu-thâu-phê,11503
20130,腮腺炎,豬頭肥,ti-thâu-puî/tu-thâu-puî,11504
20131,腰,腰,io,9887
20132,腰骨,腰脊骨,io-tsiah-kut,9966
20133,腰骨,腰骨,io-kut,9968
20134,腰帶,皮帶,phuê-tuà/phê-tuà,1950
20135,腰帶,腰帶,io-tuà,9969
20136,腰帶,褲帶,khòo-tuà,11924
20137,腱,筋絡,kin-le/kun-le,8900
20138,腱子肉,腱子肉,kiàn-tsí-bah,9902
20139,腱肉,腱子肉,kiàn-tsí-bah,9902
20140,腳,足,tsiok,3405
20141,腳,跤,kha,10089
20142,腳,跤骨,kha-kut,10132
20143,腳,跤模,kha-bôo,10155
20144,腳下,跤兜,kha-tau,10133
20145,腳爪,跤爪,kha-jiáu/kha-niáu,10097
20146,腳本,戲文,hì-bûn,12184
20147,腳印,跤跡,kha-jiah/kha-liah,10147
20148,腳尖,跤尾,kha-bué/kha-bé,10109
20149,腳汗,跤液,kha-sio̍h,10137
20150,腳步,跤步,kha-pōo,10111
20151,腳底,跤底,kha-té/kha-tué,10116
20152,腳剎車,跤擋,kha-tòng,10160
20153,腳後筋,跤筋,kha-kin/kha-kun,10144
20154,腳後跟,跤後蹬,kha-āu-tenn,10123
20155,腳指頭,跤指頭仔,kha-tsíng-thâu-á,10124
20156,腳背,跤盤,kha-puânn,10157
20157,腳面,跤盤,kha-puânn,10157
20158,腳屑,跤梢,kha-sau,10136
20159,腳氣病,落跤氣,lo̍h-kha-khì,9988
20160,腳氣病,墜跤氣,tuī-kha-khì,11029
20161,腳臭味,臭跤液,tshàu-kha-sio̍h,6622
20162,腳脖子,跤目,kha-ba̍k,10104
20163,腳脛骨,跤鼻臁,kha-phīnn-liâm,10153
20164,腳筋,跤筋,kha-kin/kha-kun,10144
20165,腳跟,跤後蹬,kha-āu-tenn,10123
20166,腳模手印,跤模手印,kha-bôo-tshiú-ìn,10156
20167,腳踏車,孔明車,khóng-bîng-tshia,977
20168,腳踏車,自轉車,tsū-tsuán-tshia,2826
20169,腳踏車,跤踏車,kha-ta̍h-tshia,10159
20170,腳踏車,鐵馬,thih-bé,13183
20171,腳踏板,跤踏仔,kha-ta̍h-á,10158
20172,腳踝,跤目,kha-ba̍k,10104
20173,腳邊,跤兜,kha-tau,10133
20174,腳鐐,跤枷,kha-kê,10127
20175,腳癬,香港跤,hiong-káng-kha,5655
20176,腸,腸,tn̂g,9888
20177,腸子,腸仔,tn̂g-á,9914
20178,腸炎,腸仔炎,tn̂g-á-iām,9919
20179,腸病毒,腸病毒,tn̂g-pēnn-to̍k/tn̂g-pīnn-to̍k,50314
20180,腸液,腸仔𣻸,tn̂g-á-siûnn,9918
20181,腸傷寒,腸仔熱,tn̂g-á-jia̍t/tn̂g-á-lia̍t,9922
20182,腹,腹,pak,9889
20183,腹瀉,落屎,làu-sái,9953
20184,舅,舅,kū,9890
20185,舅子,舅仔,kū-á,9915
20186,舅公,母舅公,bú-kū-kong,1806
20187,舅公,舅公,kū-kong,9907
20188,舅父,母舅,bú-kū,1805
20189,舅父,阿舅,a-kū,4642
20190,舅母,母妗,bú-kīm,1717
20191,舅母,阿妗,a-kīm,4557
20192,舅婆,妗婆,kīm-pô,3115
20193,舅媽,大妗,tuā-kīm,325
20194,舅媽,母妗,bú-kīm,1717
20195,舅媽,阿妗,a-kīm,4557
20196,舅舅,母舅,bú-kū,1805
20197,舅舅,阿舅,a-kū,4642
20198,舅舅子女,姑表,koo-piáu,3799
20199,萬,萬,bān,9891
20200,萬一,萬一,bān-it,9898
20201,萬一,檢采,kiám-tshái,12227
20202,萬不得已,萬不得已,bān-put-tik-í,9910
20203,萬丹鄉,萬丹鄉,Bān-tan-hiong,35284
20204,萬世,萬世,bān-sè,9916
20205,萬世,萬代,bān-tāi,9917
20206,萬代,萬世,bān-sè,9916
20207,萬代,萬代,bān-tāi,9917
20208,萬全,萬全,bān-tsuân,9926
20209,萬里鄉,萬里區,Bān-lí-khu,35054
20210,萬里溪,萬里溪,Bān-lí-khe,38064
20211,萬里橋,萬里橋,Bān-lí-kiô,40213
20212,萬事,萬事,bān-sū,9941
20213,萬和宮,萬和宮,Bān-hô-kiong,39042
20214,萬幸,萬幸,bān-hīng,9943
20215,萬物,萬物,bān-bu̍t,9945
20216,萬芳社區,萬芳社區,Bān-hong Siā-khu,36010
20217,萬芳醫院,萬芳醫院,Bān-hong Pēnn-īnn/Bān-hong Pīnn-īnn,36009
20218,萬能,萬能,bān-lîng,9964
20219,萬般,萬般,bān-puann,9965
20220,萬無一失,萬全,bān-tsuân,9926
20221,萬無一失,萬無一失,bān-bû-it-sit,9979
20222,萬華,萬華,Bān-huâ,34004
20223,萬華區,萬華區,Bān-huâ-khu,35008
20224,萬隆,萬隆,Bān-liông,36036
20225,萬萬,萬萬,bān-bān,9985
20226,萬榮,萬榮,Bān-îng,34164
20227,萬榮鄉,萬榮鄉,Bān-îng-hiong,35342
20228,萬巒鄉,萬巒鄉,Bān-bân-hiong,35291
20229,萱草,金針,kim-tsiam,4614
20230,萵苣,萵仔菜,ue-á-tshài/e-á-tshài,9921
20231,落,落,lak,9892
20232,落,落,làu,9893
20233,落,落,lo̍h,9895
20234,落,落,lo̍k,9896
20235,落人口實,落人的喙,lo̍h-lâng-ê-tshuì,9900
20236,落入,落入,lo̍h-ji̍p/lo̍h-li̍p,54503
20237,落下,落下,lo̍h-hā,54504
20238,落山風,落山風,lo̍h-suann-hong,9903
20239,落水,落水,lo̍h-tsuí,9913
20240,落伍,落伍,lo̍k-ngóo,9927
20241,落地,落塗,lo̍h-thôo,9983
20242,落地生根,釘根,tìng-kin/tìng-kun,6870
20243,落成,落成,lo̍k-sîng,9931
20244,落色,落色,lak-sik,9932
20245,落空,烏有,oo-iú,6270
20246,落空,摃龜,kòng-ku,9585
20247,落花生,塗豆,thôo-tāu,9404
20248,落花媒人,便媒人,piān-muê-lâng,4697
20249,落後,退步,thè-pōo,6735
20250,落翅仔,落翼仔,làu-si̍t-á,9999
20251,落荒而逃,落跑,làu-phâu,9981
20252,落敗而逃,揜尾狗,iap-bué-káu/iap-bé-káu,8464
20253,落淚,流目屎,lâu ba̍k-sái,5200
20254,落第,落第,lo̍k-tē,9972
20255,落款,徛名,khiā-miâ,7264
20256,落腮鬍,鬍鬚,hôo-tshiu,12974
20257,落實,落實,lo̍k-si̍t,50470
20258,落幕,落幕,lo̍h-bōo,53783
20259,落魄,狼狽,lông-puē,6377
20260,落魄,落魄,lo̍k-phik,9993
20261,落選,落選,lo̍k-suán,9995
20262,落難,落難,lo̍h-lān,10002
20263,葉,葉,hio̍h,10004
20264,葉子,葉仔,hio̍h-á,10009
20265,葉甜菜,茄茉菜,ka-bua̍h-tshài,5490
20266,葛,葛,Kat,41214
20267,葡萄,葡萄,phû-tô,10015
20268,葡萄酒,葡萄酒,phû-tô-tsiú,10016
20269,董,董,Táng,41215
20270,董事,董事,táng-sū,10011
20271,董事長,董事長,táng-sū-tiúnn,50217
20272,葩,捻,liām,7314
20273,葫蘆,匏仔,pû-á,7055
20274,葫蘆,葫蘆,hôo-lôo,10018
20275,葫蘆墩,葫蘆墩,Hôo-lôo-tun,40214
20276,葬,葬,tsòng,10006
20277,葵扇,葵扇,khuê-sìnn,10012
20278,葷菜,臊菜,tsho-tshài,12361
20279,蒂,蒂,tì,10007
20280,虞,虞,Gû,41216
20281,號,號,hō,10008
20282,號外,號外,hō-guā,54505
20283,號碼,號碼,hō-bé,10017
20284,蛻皮,褪殼,thǹg-khak,11926
20285,蛾,蛾仔,ia̍h-á,10034
20286,蛾眉豆,肉豆,bah-tāu,2676
20287,蜀黍,蘆黍,lôo-sé/lôo-sué,13035
20288,蜂,蜂,phang,10019
20289,蜂巢,蜂岫,phang-siū,10042
20290,蜂窩,蜂岫,phang-siū,10042
20291,蜂蜜,蜂蜜,phang-bi̍t,10072
20292,蜂蜜,蜜,bi̍t,10835
20293,蜆,蜊仔,lâ-á,10035
20294,蜈蚣,蜈蚣,giâ-kang,10050
20295,蜊,蜊,lâ,10020
20296,衙門,衙門,gê-mn̂g,10043
20297,衙門口,衙門口,Gê-mn̂g-kháu,40215
20298,裘,裘,hiû,10022
20299,裙,裙,kûn,10023
20300,補,添,thiam,7536
20301,補,添,thinn,7537
20302,補,補,póo,10024
20303,補充,補充,póo-tshiong,10037
20304,補充,補添,póo-thiam,10054
20305,補正,補正,póo-tsìng,52827
20306,補血,補血,póo-hueh/póo-huih,10039
20307,補助,補助,póo-tsōo,10040
20308,補足,補足,póo-tsiok,52533
20309,補校,補校,póo-hāu,54506
20310,補破網,補破網,póo-phuà-bāng,10049
20311,補缺,塌跤,thap-kha,9421
20312,補強,補強,póo-kiông,53784
20313,補救,挽救,bán-kiù,6061
20314,補救,補救,póo-kiù,52534
20315,補習,補習,póo-si̍p,10056
20316,補魚網,補破網,póo-phuà-bāng,10049
20317,補給,補給,póo-kip,54507
20318,補貼,補助,póo-tsōo,10040
20319,補貼,補貼,póo-thiap,10064
20320,補運,補運,póo-ūn,10068
20321,補運氣,補運,póo-ūn,10068
20322,補鼎,補鼎,póo-tiánn,10070
20323,補選,補選,póo-suán,54508
20324,補償,補償,póo-siông,51436
20325,補鍋,補鼎,póo-tiánn,10070
20326,補繳,補繳,póo-kiáu,54509
20327,補藥,補藥,póo-io̍h,10077
20328,補爐,補鼎,póo-tiánn,10070
20329,裝,假,ké,6933
20330,裝,袋,tē,7865
20331,裝,貯,té/tué,9060
20332,裝,裝,tsng,10025
20333,裝,裝,tsong,10026
20334,裝一起,鬥做伙,tàu-tsò-hué/tàu-tsuè-hé,6881
20335,裝入,囊,long,13225
20336,裝水,水觳仔,tsuí-khok-á,1196
20337,裝甲,裝甲,tsong-kah,53785
20338,裝甲車,戰車,tsiàn-tshia,11698
20339,裝派頭,有款,ū-khuán,2541
20340,裝神弄鬼,假鬼假怪,ké-kuí-ké-kuài,6996
20341,裝配在一起,鬥做伙,tàu-tsò-hué/tàu-tsuè-hé,6881
20342,裝備,裝備,tsong-pī,50893
20343,裝無辜,假無意,ké-bô-ì,7005
20344,裝腔作勢,激空,kik-khang,11784
20345,裝傻,佯戇,tènn-gōng/tìnn-gōng,3594
20346,裝傻,激怐怐,kik-khòo-khòo,11782
20347,裝傻搞笑,裝痟的,tsng-siáu--ê,10062
20348,裝置,設備,siat-pī,7898
20349,裝置,裝置,tsong-tì,50393
20350,裝瘋賣傻,佯痟,tènn-siáu/tìnn-siáu,3579
20351,裝瘋賣傻,佯顛佯戇,tènn-tian-tènn-gōng/tìnn-tian-tìnn-gōng,3592
20352,裝瘋賣傻,假死假活,ké-sí-ké-ua̍h,6978
20353,裝瘋賣傻,假痟,ké-siáu,7006
20354,裝瘋賣傻,裝痟的,tsng-siáu--ê,10062
20355,裝蒜,佯毋知,tènn-m̄-tsai/tìnn-m̄-tsai,3548
20356,裝蒜,佯生,tènn-tshenn/tìnn-tshinn,3555
20357,裝蒜,假仙,ké-sian,6960
20358,裝蒜,假死,ké-sí,6976
20359,裝模作樣,假鬼假怪,ké-kuí-ké-kuài,6996
20360,裝模作樣,張身勢,tiunn-sin-sè,7222
20361,裝模作樣,搬戲,puann-hì,9587
20362,裝潢,裝潢,tsong-hông,10076
20363,裡,內,lāi,583
20364,裡,內,luē,584
20365,裡,裡,lí,10027
20366,裡,裡,--lí,10028
20367,裡外,內外,lāi-guā,641
20368,裡面,內底,lāi-té/lāi-tué,674
20369,裡面,內面,lāi-bīn,700
20370,解,解,kái,10029
20371,解中氣,敨中氣,tháu tiong-khuì,8452
20372,解厄,解厄,kái-eh,10032
20373,解決,解決,kái-kuat,10041
20374,解放,解放,kái-hòng,53230
20375,解析,解析,kái-sik,54510
20376,解毒,解毒,kái-to̍k,10044
20377,解約,解約,kái-iok,10047
20378,解套,解套,kái-thò,54511
20379,解酒,退酒,thè-tsiú,6766
20380,解酒,解酒,kái-tsiú,10051
20381,解除,解,kái,10029
20382,解除,解除,kái-tû,10052
20383,解救,解圍,kái-uî,10059
20384,解救,解救,kái-kiù,54512
20385,解脫,解脫,kái-thuat,10057
20386,解圍,解圍,kái-uî,10059
20387,解悶,解心悶,kái-sim-būn,10033
20388,解悶,解悶,kái-būn,10060
20389,解散,散陣,suànn-tīn,8473
20390,解散,解散,kái-sàn,10061
20391,解答,答案,tap-àn,8890
20392,解答,解答,kái-tap,10063
20393,解開,敨開,tháu--khui,8485
20394,解開,㨨,liû,13490
20395,解愁,解愁,kái-tshiû,10065
20396,解僱,刣頭,thâi-thâu,3024
20397,解說,開拆,khui-thiah,9199
20398,解說,解說,kái-sueh/kái-seh,10075
20399,解碼,解碼,kái-má,54513
20400,解嚴,解嚴,kái-giâm,53786
20401,解釋,註解,tsù-kái,9115
20402,解釋,開拆,khui-thiah,9199
20403,解釋,開破,khui-phuà,9207
20404,解釋,解說,kái-sueh/kái-seh,10075
20405,解釋,解釋,kái-sik,10078
20406,解讀,解讀,kái-tho̍k,53787
20407,解體,解體,kái-thé,52828
20408,解靈籤,逼籤詩,pik-tshiam-si,10282
20409,解饞,啖糝,tām-sám,7089
20410,試,試,tshì,10030
20411,試一試,試看,tshì-khuànn,10045
20412,試用,試用,tshì-iōng,53788
20413,試車,試車,tshì-tshia,53231
20414,試味道,試鹹汫,tshì kiâm-tsiánn,10079
20415,試飛,試飛,tshì-pue/tshì-pe,53232
20416,試射,試射,tshì-siā,52535
20417,試探,試探,tshì-thàm,10053
20418,試試看,試看,tshì-khuànn,10045
20419,試試看,試看覓,tshì-khuànn-māi,10046
20420,試辦,試辦,tshì-pān,50793
20421,試題,試題,tshì-tê/tshì-tuê,53233
20422,試驗,試驗,tshì-giām,10080
20423,詩,詩,si,10031
20424,詩人,詩人,si-jîn/si-lîn,52064
20425,詩人節,五月節,Gōo-gue̍h-tseh/Gōo-ge̍h-tsueh,635
20426,詩句,詩句,si-kù,54515
20427,詩作,詩作,si-tsok,54516
20428,詩詞,詩詞,si-sû,52829
20429,詩意,詩意,si-ì,53789
20430,詩歌,詩歌,si-kua,10071
20431,詭計,把戲,pá-hì,3279
20432,詭計,暗步,àm-pōo,9620
20433,詭計,詭計,kuí-kè,10048
20434,詰問,質問,tsit-mn̄g,11478
20435,話,話,uē,10081
20436,話,話頭,uē-thâu,10163
20437,話尾,話尾,uē-bué/uē-bé,10108
20438,話柄,話蝨,uē-sat,10117
20439,話柄,話骨,uē-kut,10131
20440,話柄,話縫,uē-phāng,10167
20441,話語,話語,uē-gí/uē-gú,53234
20442,話說從頭,踏話頭,ta̍h-uē-thâu,11493
20443,話劇,話劇,uē-kio̍k,54517
20444,話頭,話頭,uē-thâu,10163
20445,話題,話題,uē-tê/uē-tuê,50368
20446,該,該,kai,10082
20447,該死,該死,kai-sí,10106
20448,該當,該然,kai-jiân/kai-liân,10143
20449,該當,該當,kai-tong,10146
20450,詳情,詳情,siông-tsîng,10134
20451,詳細,詳細,siông-sè,10141
20452,詳盡,詳盡,siông-tsīn,54514
20453,詼諧,五仁,ngóo-jîn/ngóo-lîn,609
20454,詼諧,笑詼,tshiò-khue/tshiò-khe,6484
20455,誇口,誇口,khua-kháu,10094
