流水,華語,台語,台羅,備存對照
587,下顎骨,牙槽骨,gê-tsô-kut,1288
588,下屬,下司,ē-si,289
589,下屬,下跤手人,ē-kha-tshiú-lâng,492
590,下襬,衫仔裾,sann-á-ki/sann-á-ku,5529
591,丫鬟,查某𡢃,tsa-bóo-kán,5112
592,丸,丸,uân,180
593,丸子,丸仔,uân-á,280
594,久,久,kú,181
595,久久,久久,kú-kú,235
596,久仰,久仰,kiú-gióng,307
597,久而久之,久來,kú--lâi,345
598,久而久之,年久月深,nî-kú-gue̍h-tshim/nî-kú-ge̍h-tshim,2302
599,久病,久長病,kú-tn̂g-pēnn/kú-tn̂g-pīnn,382
600,久違,久見,kiú-kiàn,336
601,么,么,io,182
602,么,屘,ban,5907
603,么兒,尾仔囝,bué-á-kiánn/bé-á-kiánn,3088
604,乞,乞,khit,183
605,乞丐,乞食,khit-tsia̍h,404
606,乞丐命,乞食命,khit-tsia̍h-miā,407
607,乞丐頭子,乞食頭,khit-tsia̍h-thâu,410
608,乞求,哀求,ai-kiû,4805
609,乞祭餘,挹墓粿,ip-bōng-kué/ip-bōo-ké,6079
610,也,也,iā,184
611,也,亦,i̍k,2052
612,也,嘛,mā,10417
613,也好,也好,iā-hó,315
614,也行,也好,iā-hó,315
615,也是,也是,iā-sī,393
616,也是,嘛是,mā sī,10424
617,也要,嘛欲,mā beh/mā bueh,10430
618,也許,凡勢,huān-sè,469
619,也許,無定著,bô-tiānn-tio̍h,8633
620,也就是說,徛算講,khiā-sǹg-kóng,7299
621,亡,亡,bông,185
622,亡國,亡國,bông-kok,53366
623,亡魂,亡魂,bông-hûn,514
624,凡,凡,huân,186
625,凡,凡,huān,187
626,凡人,世俗人,sè-sio̍k-lâng,1350
627,凡事,萬事,bān-sū,9941
628,凡事,萬般,bān-puann,9965
629,凡事,凡事,huân-sū,52104
630,凡是,見若,kiàn-nā,3457
631,刃,鋩,mê,11548
632,千,千,tshian,188
633,千,千,tshing,189
634,千千萬萬,千千萬萬,tshian-tshian-bān-bān,243
635,千斤頂,千斤秤,tshian-kin-tshìn/tshian-kun-tshìn,276
636,千日紅,百日紅,pah-ji̍t-âng/pah-li̍t-âng,2638
637,千日紅,圓仔花,înn-á-hue,9395
638,千古,千古,tshian-kóo,53930
639,千辛萬苦,千辛萬苦,tshian-sin-bān-khóo,53367
640,千里眼,千里眼,Tshian-lí-gán,341
641,千金,千金,tshian-kim,379
642,千金譜,千金譜,tshian-kim-phóo,383
643,千萬,千萬,tshian-bān,479
644,千萬,萬萬,bān-bān,9985
645,叉,叉,tshe,190
646,叉,攕,tshiám,13000
647,叉子,攕仔,tshiám-á,13010
648,口,口,kháu,191
649,口口聲聲,聲聲句句,siann-siann-kù-kù,12378
650,口才,喙水,tshuì-suí,8212
651,口才,口才,kháu-tsâi,53931
652,口水,喙殘,tshuì-tsuânn,8249
653,口水,喙瀾,tshuì-nuā,8268
654,口水,瀾,nuā,13003
655,口白,口白,kháu-pe̍h,300
656,口吃,大舌,tuā-tsi̍h,320
657,口吃,重句,tîng-kù,5533
658,口角,相罵,sio-mē/sio-mā,5304
659,口角,盤喙錦,puânn-tshuì-gím,11262
660,口角炎,臭喙角,tshàu-tshuì-kak,6608
661,口供,口供,kháu-king,346
662,口味,氣口,khuì-kháu,6179
663,口味,口味,kháu-bī,50762
664,口服,口服,kháu-ho̍k,51927
665,口紅,胭脂,ian-tsi,6533
666,口音,口音,kháu-im,406
667,口音,腔口,khiunn-kháu,8932
668,口香糖,樹奶糖,tshiū-ling-thn̂g/tshiū-ni-thn̂g,11743
669,口氣,口氣,kháu-khì,426
670,口氣,氣口,khuì-kháu,6179
671,口氣,聲嗽,siann-sàu,12366
672,口氣,聲說,siann-sueh/siann-seh,12368
673,口臭,喙臭,tshuì-tshàu,8238
674,口袋,橐袋仔,lak-tē-á,11753
675,口渴,喙焦,tshuì-ta,8250
676,口湖鄉,口湖鄉,Kháu-ôo-hiong,35198
677,口琴,口琴,kháu-khîm,458
678,口腔,喙空,tshuì-khang,8228
679,口感,喙尾,tshuì-bué/tshuì-bé,8219
680,口感差,末末,bua̍h-bua̍h,1701
681,口罩,喙罨,tshuì-am,8256
682,口號,口號,kháu-hō,53368
683,口試,口試,kháu-tshì,485
684,口福,食福,tsia̍h-hok,5674
685,口語,口語,kháu-gí/kháu-gú,54739
686,口齒不清,臭奶呆,tshàu-ling-tai/tshàu-ni-tai,6575
687,口頭,口頭,kháu-thâu,541
688,口頭語,話母,uē-bó,10102
689,口頭禪,話母,uē-bó,10102
690,口譯,口譯,kháu-i̍k,52595
691,土,土,thóo,192
692,土,倯,sông,5731
693,土,塗,thôo,9385
694,土木,土木,thóo-bo̍k,263
695,土包子,土包仔,thóo-pau-á,290
696,土地,土地,thóo-tē/thóo-tuē,316
697,土地公,土地公,Thóo-tī-kong,317
698,土地公生日,頭牙,thâu-gê,12080
699,土地稅,地租,tē-tsoo/tuē-tsoo,2361
700,土托魚,馬鮫,bé-ka,6917
701,土托魚,塗魠,thôo-thoh,9426
702,土色,塗色,thôo-sik,9401
703,土芒果,土檨仔,thóo-suāinn-á,550
704,土味,臭塗味,tshàu-thôo-bī,6615
705,土房,塗墼厝,thôo-kat-tshù,9414
706,土狗,杜伯仔,tōo-peh-á,3246
707,土芭樂,土菝仔,thóo-pua̍t-á,464
708,土城,土城,Thôo-siânn,36064
709,土城市,土城區,Thôo-siânn-khu,35039
710,土星,土星,Thóo-tshenn/Thóo-tshinn,52329
711,土風舞,土風舞,thóo-hong-bú,52330
712,土匪,土匪,thóo-huí,411
713,土庫鎮,土庫鎮,Thôo-khòo-tìn,35184
714,土偶,塗尪仔,thôo-ang-á,9402
715,土堆,帕,phè,3831
716,土產,名產,bîng-sán,2224
717,土塊,塗墼,thôo-kat,9413
718,土腥味,臭塗味,tshàu-thôo-bī,6615
719,土裡土氣,倯,sông,5731
720,土磚,塗墼,thôo-kat,9413
721,土龍,杜蚓仔,tōo-kún-á,3259
722,土龍,塗龍,thôo-liông,9432
723,土雞,土雞仔,thóo-ke-á/thóo-kue-á,558
724,土蠶,雞母蟲,ke-bó-thâng/kue-bó-thâng,12707
725,士,士,sū,193
726,士兵,兵仔,ping-á,2901
727,士兵,士兵,sū-ping,51467
728,士官,士官,sū-kuann,53932
729,士林,士林,Sū-lîm,36024
730,士林區,士林區,Sū-lîm-khu,35012
731,士氣,士氣,sū-khì,51185
732,夕陽,夕陽,si̍k-iông,51928
733,大,大,tāi,195
734,大,大,tuā,196
735,大,奒,hai,4838
736,大人,大人,tāi-jîn/tāi-lîn,221
737,大丈夫,大丈夫,tāi-tiōng-hu,240
738,大口呼吸,大氣,tuā-khuì,428
739,大口喘氣,喘大氣,tshuán-tuā-khuì,8209
740,大小,大細,tuā-sè/tuā-suè,443
741,大小眼,大細目,tuā-sè-ba̍k/tuā-suè-ba̍k,445
742,大山,大山,Tuā-suann,34075
743,大山鼠,山貉,suann-hô,489
744,大不了,大不了,tāi-put-liáu,249
745,大內鄉,大內區,Tuā-lāi-khu,35230
746,大天白日,當頭白日,tng-thâu-pe̍h-ji̍t/tng-thâu-pe̍h-li̍t,9796
747,大夫,醫生,i-sing,12708
748,大屯山,大屯山,Tuā-tūn-suann,32005
749,大心菜,菜心,tshài-sim,8961
750,大戶,大戶,tuā-hōo,53933
751,大手筆,大手筆,tuā-tshiú-pit,52911
752,大方,大方,tāi-hong,264
753,大方,大路,tuā-lōo,497
754,大方,大範,tuā-pān,524
755,大方,冇手,phànn-tshiú,626
756,大方,派頭,phài-thâu,5226
757,大方,重手,tāng-tshiú,5526
758,大方,慷慨,khóng-khài,10549
759,大月,大月,tuā-gue̍h/tuā-ge̍h,266
760,大木棍,槓仔,kǹg-á,10608
761,大水坑,坑溝,khenn-kau/khinn-kau,3057
762,大水溝,圳溝,tsùn-kau,2392
763,大火,大火,tuā-hué/tuā-hé,52596
764,大牛糞金龜,牛屎龜,gû-sái-ku,1261
765,大王,大王,tāi-ông,53369
766,大仙寺,大仙寺,Tāi-sian-sī,39003
767,大本錢,大本,tuā-pún,297
768,大本營,大本營,tuā-pún-iânn,52597
769,大甲,大甲,Tāi-kah,34083
770,大甲草蓆,大甲蓆,Tāi-kah-tshio̍h,305
771,大甲溪,大甲溪,Tāi-kah-khe,38022
772,大甲鎮,大甲區,Tāi-kah-khu,35119
773,大白天,當頭白日,tng-thâu-pe̍h-ji̍t/tng-thâu-pe̍h-li̍t,9796
774,大白菜,白菜,pe̍h-tshài,1976
775,大目降,大目降,Tuā-ba̍k-kàng,40013
776,大同,大同,tāi-tông,52598
777,大同區,大同區,Tāi-tông-khu,35007
778,大同鄉,大同鄉,Tāi-tông-hiong,35067
779,大名,大名,tuā-miâ,309
780,大地,大地,tāi-tē/tāi-tuē,51352
781,大地主,田僑仔,tshân-kiâu-á,2003
782,大多數,大多數,tuā-to-sòo,51353
783,大安,大安,Tāi-an,36004
784,大安區,大安區,Tāi-an-khu,35004
785,大安森林公園,大安森林公園,Tāi-an Sim-lîm Kong-hn̂g,33002
786,大安鄉,大安區,Tāi-an-khu,35130
787,大安溪,大安溪,Tāi-an-khe,38020
788,大年夜,二九暝,Jī-káu-mê/Lī-káu-mî,73
789,大庄,大庄,Tuā-tsng,40015
790,大百壽金,財子壽,tsâi-tsú-siū,6711
791,大竹掃把,掃梳,sàu-se/sàu-sue,7388
792,大竹掃帚,掃梳,sàu-se/sàu-sue,7388
793,大老,長老,tiúnn-ló,4550
794,大自然,大自然,tāi-tsū-jiân/tāi-tsū-liân,50732
795,大舌頭,擢舌根,tioh-tsi̍h-kin/tioh-tsi̍h-kun,12191
796,大衣,大衣,tuā-i,53370
797,大西洋,大西洋,Tāi-se-iûnn,53371
798,大伯,大伯,tuā-peh,321
799,大伯子,大伯,tuā-peh,321
800,大伯母,大姆,tuā-ḿ,358
801,大局,大局,tāi-kio̍k,52599
802,大批,大批,tuā-phue/tuā-phe,50810
803,大旱,洘旱,khó-huānn,5153
804,大村鄉,大村鄉,Tuā-tshun-hiong,35151
805,大杓子,鱟桸,hāu-hia,13398
806,大肚,大肚,Tuā-tōo,34088
807,大肚子,大肚胿,tuā-tōo-kui,334
808,大肚子,大腹肚,tuā-pak-tóo,484
809,大肚山,大肚山,Tuā-tōo-suann,32006
810,大肚鄉,大肚區,Tuā-tōo-khu,35132
811,大里,大里,Tāi-lí,34129
812,大里市,大里區,Tāi-lí-khu,35136
813,大里杙,大里杙,Tāi-lí-khi̍t,40017
814,大里溪,大里溪,Tāi-lí-khe,38027
815,大事,大事,tāi-sū,52600
816,大事情,大代誌,tuā tāi-tsì,286
817,大佳臘,大佳臘,Tuā-ka-la̍h,40020
818,大使,大使,tāi-sài,347
819,大兒子,大囝,tuā-kiánn,310
820,大卷尾,烏鶖,oo-tshiu,6352
821,大坪林,大坪林,Tuā-pînn-nâ,36038
822,大坵園,大坵園,Tuā-khu-hn̂g,40021
823,大姊,大姊,tuā-tsí,359
824,大姑,大姑,tuā-koo,360
825,大姑子,大娘姑,tuā-niû-koo,415
826,大姑陷,大嵙陷,Tuā-khoo-hām,40029
827,大房子,大厝,tuā-tshù,412
828,大拇指,大頭拇,tuā-thâu-bú,545
829,大拇指,指頭拇公,tsíng-thâu-bú-kong,5071
830,大拖,大拖,tuā-thua,371
831,大東,大東,Tāi-tang,36079
832,大林,大林,Tuā-nâ,34048
833,大林鎮,大林鎮,Tuā-nâ-tìn,35204
834,大武,大武,Tāi-bú,34191
835,大武山,大武山,Tāi-bú-suann,32007
836,大武鄉,大武鄉,Tāi-bú-hiong,35323
837,大河,大港,tuā-káng,454
838,大社,大社,Tuā-siā,40023
839,大社鄉,大社區,Tuā-siā-khu,35256
840,大門,正門,tsiànn-mn̂g,1741
841,大門,大門,tuā-mn̂g,51354
842,大雨,大雨,tuā-hōo,52331
843,大便,一礐屎,tsi̍t-ha̍k-sái,42
844,大便,大便,tāi-piān,384
845,大便,放屎,pàng-sái,4065
846,大便,屎,sái,4871
847,大前天,大昨日,tuā-tso̍h--ji̍t/tuā-tso̍h--li̍t,395
848,大前天,落,loh,9894
849,大前天,落昨日,loh-tso̍h--ji̍t/loh-tso̍h--li̍t,9958
850,大前年,大前年,tuā-tsûn--nî,385
851,大型,大本,tuā-pún,297
852,大型,大型,tuā-hîng,50409
853,大城鄉,大城鄉,Tuā-siânn-hiong,35162
854,大姨,大姨,tuā-î,386
855,大後天,大後日,tuā-āu--ji̍t/tuā-āu--li̍t,390
856,大後天,落,loh,9894
857,大後天,落後日,loh-āu--ji̍t/loh-āu--li̍t,9956
858,大後年,大後年,tuā-āu--nî,391
859,大後年,落後年,loh-āu--nî,9957
860,大派頭,奢颺,tshia-iānn,7154
861,大炮,大炮,tuā-phàu,53372
862,大約,量其約,liōng-kî-iok,9198
863,大約,大約,tāi-iok,50218
864,大致上,總算,tsóng sǹg,12312
865,大冥紙,大銀,tuā-gîn/tuā-gûn,512
866,大哥,大兄,tuā-hiann,281
867,大哥,大哥,tuā-ko,413
868,大哥大,手機仔,tshiú-ki-á,1171
869,大埔心,大埔心,Tuā-poo-sim,40025
870,大埔林,大埔林,Tuā-poo-nâ,40026
871,大埔鄉,大埔鄉,Tuā-poo-hiong,35217
872,大家,逐家,ta̍k-ke,7972
873,大家庭,大家口,tuā-ke-kháu,422
874,大家族,大家口,tuā-ke-kháu,422
875,大師,大師,tāi-su,50283
876,大氣,大氣,tāi-khì,427
877,大浪,大湧,tuā-íng,455
878,大海,大海,tuā-hái,51468
879,大秤,量仔,niū-á,9185
880,大馬哈魚,紅鰱魚,âng-liân-hî/âng-liân-hû,5465
881,大埤鄉,大埤鄉,Tuā-pi-hiong,35187
882,大將,大將,tāi-tsiòng,51605
883,大專,大專,tāi-tsuan,53373
884,大掃除,大摒掃,tuā-piànn-sàu,451
885,大排場,奢颺,tshia-iānn,7154
886,大清早,透早,thàu-tsá,7953
887,大理石,大理石,tāi-lí-tsio̍h,52601
888,大略,量其約,liōng-kî-iok,9198
889,大略,大略,tāi-lio̍k,53934
890,大眼睛,大目,tuā-ba̍k,301
891,大眼鯛,紅目鰱,âng-ba̍k-liân,5410
892,大眾,公眾,kong-tsiòng,726
893,大眾,眾人,tsìng-lâng,7669
894,大眾,大眾,tāi-tsiòng,50204
895,大脖子,大頷胿,tuā-ām-kui,546
896,大部份,大部份,tuā-pōo-hūn,54740
897,大陸,大陸,tāi-lio̍k,50017
898,大雪,大雪,tāi-suat,30021
899,大雪山,大雪山,Tuā-suat-suann,32008
900,大麻,大麻,tuā-muâ,53374
901,大麻鷺,竹雞仔,tik-ke-á/tik-kue-á,2828
902,大富,大富,tuā-pù,448
903,大富,大富,Tāi-hô,34166
904,大富大貴,大富大貴,tuā-hù-tuā-kuì,450
905,大寒,大寒,tāi-hân,30024
906,大嵙崁,大嵙崁,Tuā-khoo-khàm,40028
907,大暑,大暑,tāi-sú,30012
908,大棵,大欉,tuā-tsâng,564
909,大湖,大湖,Tuā-ôo,34065
910,大湖口,大湖口,Tuā-ôo-kháu,40031
911,大湖鄉,大湖鄉,Tuā-ôo-hiong,35105
912,大牌,大牌,tuā-pâi,53375
913,大筆,大筆,tuā-pit,53376
914,大筒,大筒,tuā-tâng,462
915,大華,大華,Tāi-huâ,34202
916,大量,大量,tāi-liōng,467
917,大雅鄉,大雅區,Tāi-ngé-khu,35126
918,大黃瓜,醃瓜,am-kue,11524
919,大黃蜂,虎頭蜂,hóo-thâu-phang,4667
920,大傻瓜,戇大呆,gōng-tuā-tai,13450
921,大園鄉,大園鄉,Tuā-hn̂g-hiong,35075
922,大塊頭,大龐,tuā-phiāng,562
923,大會,大會,tāi-huē,50577
924,大概,大概,tāi-khài,50284
925,大溝渠,圳溝,tsùn-kau,2392
926,大溪,大溪,Tāi-khe,34130
927,大溪鎮,大溪鎮,Tāi-khe-tìn,35072
928,大群人,大陣,tuā tīn,432
929,大腸,大腸,tuā-tn̂g,480
930,大舅,大舅,tuā-kū,481
931,大舅子,妻舅,tshe-kū,3817
932,大話,大話,tuā-uē,488
933,大話,嘐潲話,hau-siâu-uē,10437
934,大路,大路,tuā-lōo,497
935,大道公,大道公,Tāi-tō-kong,499
936,大道公,保生大帝,Pó-sing-tāi-tè,4727
937,大隘,大隘,Tuā-ài,40032
938,大鼓,大鼓,tuā-kóo,502
939,大壽,大壽,tuā-siū,503
940,大壽金,天公金,Thinn-kong-kim,854
941,大漢溪,大漢溪,Tāi-hàn-khe,38008
942,大綱,大綱,tāi-kong,53377
943,大腿,大腿,tuā-thuí,508
944,大蒜,蒜頭,suàn-thâu,10832
945,大嘴巴,闊喙,khuah-tshuì,12475
946,大寫,大寫,tuā-siá,53935
947,大寮,大寮,Tuā-liâu,36081
948,大寮鄉,大寮區,Tuā-liâu-khu,35254
949,大廚師,總舖師,tsóng-phòo-sai,12316
950,大廣絃,大廣絃,tuā-kóng-hiân,520
951,大慶,大慶,Tāi-khìng,34033
952,大樑,中脊,tiong-tsit,713
953,大樓,大樓,tuā-lâu,50497
954,大獎,大獎,tuā-tsióng,52912
955,大盤,大盤,tuā-puânn,50605
956,大稻埕偶戲館,大稻埕偶戲館,Tuā-tiū-tiânn Ngóo-hì-kuán,33003
957,大賣場,大賣場,tuā-bē-tiûnn/tuā-buē-tiûnn,53936
958,大學,大學,tāi-ha̍k,536
959,大戰,大戰,tāi-tsiàn,52332
960,大樹鄉,大樹區,Tuā-tshiū-khu,35255
961,大樹跤,大樹跤,Tuā-tshiū-kha,40033
962,大興宮,大興宮,Tāi-hin-kiong,39004
963,大選,大選,tāi-suán,50958
964,大頭菜,菜擴,tshài-khok,9001
965,大頭鰱,鰱,liân,13286
966,大頭鰱,鰱魚,liân-hî/liân-hû,13291
967,大龍泵,大龍泵,Tuā-lông-pōng,40034
968,大嶼,大嶼,Tuā-sū,40035
969,大戲,大戲,tuā-hì,548
970,大礁溪,大礁溪,Tuā-ta-khe,38004
971,大聲,大聲,tuā-siann,553
972,大膽,大膽,tuā-tánn,554
973,大膽,好膽,hó-tánn,2424
974,大霧,雺,bông,10315
975,大霸尖山,大霸尖山,Tuā-pà-tsiam-suann,32009
976,大體,大體,tāi-thé,53378
977,大壩仔,大壩仔,Tuā-pà-á,40036
978,大廳,大廳,tuā-thiann,565
979,大廳,廳堂,thiann-tn̂g,13414
980,大廳,廳頭,thiann-thâu,13415
981,女,女,lí/lú,197
982,女,女,lú,198
983,女人,查某,tsa-bóo,5111
984,女人,查某人,tsa-bóo-lâng,5113
985,女人,女人,lú-jîn/lú-lîn,50151
986,女士,女士,lú-sū/lí-sū,50959
987,女子,女子,lú-tsú/lí-tsú,50578
988,女子高中,高女,ko-lí/ko-lú,6831
989,女方,女方,lú-hong/lí-hong,52913
990,女王,女王,lú-ông,53937
991,女生,查某,tsa-bóo,5111
992,女生,查某人,tsa-bóo-lâng,5113
993,女兒,女兒,lú-jî/lú-lî,351
994,女兒,查某囝,tsa-bóo-kiánn,5114
995,女性,查某,tsa-bóo,5111
996,女性,女性,lú-sìng/lí-sìng,50055
997,女性生殖器,膣,tsi,11341
998,女朋友,姼仔,tshit-á,4846
999,女孩子,查某囡仔,tsa-bóo gín-á,5115
1000,女紅,針黹,tsiam-tsí,6889
1001,女祕醫,先生媽,sian-sinn-má,2071
1002,女神,娘娘,niû-niû,5893
1003,女神,女神,lú-sîn/ lí-sîn,51929
1004,女將,女將,lú-tsiòng,52602
1005,女陰,膣,tsi,11341
1006,女婿,半子,puàn-tsú,1432
1007,女婿,囝婿,kiánn-sài,2232
1008,女裝,女裝,lú-tsong/lí-tsong,52603
1009,女儐相,伴嫁,phuānn-kè,2940
1010,子,子,tsí,199
1011,子,子,tsú,200
1012,子,子,jí/lí,201
1013,子,仔,á,1310
1014,子女,囝兒,kiánn-jî/kiánn-lî,2192
1015,子女,子女,tsú-lú/tsú-lí,50960
1016,子民,子民,tsú-bîn,52105
1017,子弟,子弟,tsú-tē,327
1018,子弟戲,子弟戲,tsú-tē-hì,329
1019,子夜,深夜,tshim-iā,7560
1020,子孫,囝孫,kiánn-sun,2210
1021,子宮,子宮,tsú-kiong,420
1022,子時,子時,tsú-sî,424
1023,子虛烏有,無影無跡,bô-iánn-bô-tsiah,8693
1024,子彈,鉛子,iân-tsí,10291
1025,子彈,銃子,tshìng-tsí,10292
1026,寸,寸,tshùn,202
1027,寸棗,寸棗,tshùn-tsó,11329
1028,小,小,siáu,203
1029,小,小,sió,204
1030,小,囝,kiánn,2134
1031,小,細,sè/suè,7745
1032,小人,小人,siáu-jîn/siáu-lîn,224
1033,小刀,刀仔,to-á,88
1034,小土坡,崙仔,lūn-á,7214
1035,小子,小囝,sió-kiánn,312
1036,小山丘,山崙,suann-lūn,436
1037,小山丘,崙仔,lūn-á,7214
1038,小山坡,崎仔,kiā-á,7213
1039,小山頂,崁頂,khàm-tíng,5947
1040,小工,小工,sió-kang,238
1041,小丑,小丑仔,siáu-thiú-á,252
1042,小丑,丑仔,thiú-á,636
1043,小公鴨,鴨雄仔,ah-hîng-á,12147
1044,小心,小心,sió-sim,268
1045,小心,注意,tsù-ì,4377
1046,小心,張持,tiunn-tî,7227
1047,小心,細膩,sè-jī/suè-lī,7797
1048,小心,斟酌,tsim-tsiok,9558
1049,小心眼,厚行,kāu-hīng,4801
1050,小手記,手摺簿仔,tshiú-tsih-phōo-á,1140
1051,小月,小月,sió-gue̍h/sió-ge̍h,269
1052,小毛頭,囡仔疕,gín-á-phí,2158
1053,小水池,潭仔,thâm-á,11227
1054,小火,勻勻仔火,ûn-ûn-á-hué/ûn-ûn-á-hé,616
1055,小火,慢火,bān-hué/bān-hé,10539
1056,小火車,五分仔車,gōo-hun-á-tshia,617
1057,小火車,五分車,gōo-hun-tshia,619
1058,小台階,坎仔,khám-á,3040
1059,小巧玲瓏,束結,sok-kiat,3330
1060,小巧玲瓏,細粒子,sè-lia̍p-tsí/suè-lia̍p-tsí,7785
1061,小旦,小旦,sió-tuànn,298
1062,小玉西瓜,小玉仔,sió-gio̍k-á,303
1063,小生,小生,sió-sing,302
1064,小白菜,小白菜,sió-pe̍h-tshài,304
1065,小石子,石仔,tsio̍h-á,1885
1066,小石子,石頭仔,tsio̍h-thâu-á,2025
1067,小石頭,石頭仔,tsio̍h-thâu-á,2025
1068,小伙子,少年家,siàu-liân-ke,913
1069,小吃攤,點心擔,tiám-sim-tànn,12491
1070,小名,乳名,jú-miâ/lú-miâ,3560
1071,小名,偏名,phian-miâ,6974
1072,小竹刺,竹扦,tik-tshuann,2663
1073,小米,秮仔,tai-á,6455
1074,小米,黍仔,sé-á/sué-á,9259
1075,小米籮,米籃,bí-nâ,2836
1076,小羊,羊仔,iûnn-á,2642
1077,小老婆,二房,jī-pâng/lī-pâng,115
1078,小老婆,細姨,sè-î/suè-î,7776
1079,小舌,喉鐘,âu-tsing,8269
1080,小舌,嚨喉蒂仔,nâ-âu-tì-á,12803
1081,小位,細位,sè-uī/suè-uī,7767
1082,小弟,小弟,sió-tī,328
1083,小弟,小使,siáu-sú,349
1084,小男孩,囡仔兄,gín-á-hiann,2156
1085,小里肌肉,腰內肉,io-lāi-bah,9909
1086,小事,小事,sió-sū,348
1087,小兒,小兒,siáu-jî/siáu-lî,52604
1088,小兒子,尾仔囝,bué-á-kiánn/bé-á-kiánn,3088
1089,小兒科,小兒科,sió-jî-kho/sió-lî-kho,354
1090,小兒麻痺,小兒麻痺,sió-jî-bâ-pì/sió-lî-bâ-pì,355
1091,小刺,幼骨,iù-kut,1763
1092,小卷,小管仔,sió-kńg-á,353
1093,小叔,小叔,sió-tsik,352
1094,小叔,阿叔仔,a-tsik-á,4567
1095,小叔,細叔,sè-tsik/suè-tsik,7769
1096,小妹,小妹,sió-muē/sió-bē,361
1097,小姐丫鬟,娘𡢃,niû-kán,5884
1098,小姑,小姑,sió-koo,363
1099,小店,店仔,tiàm-á,3845
1100,小房間,間仔,king-á,9189
1101,小河,溪仔,khe-á/khue-á,9677
1102,小金剛,烏蝛,oo-bui,6335
1103,小便,尿,jiō/liō,3071
1104,小便,漩尿,suān-jiō/suān-liō,10653
1105,小便,小便,sió-piān,53938
1106,小南門,小南門,Sió-lâm-mn̂g,36066
1107,小型,小型,sió-hîng,52333
1108,小孩,囡仔人,gín-á-lâng,2154
1109,小孩,細囝,sè-kiánn/suè-kiánn,7764
1110,小孩子,囡仔,gín-á,2152
1111,小孩子,囡仔囝,gín-á-kiánn,2157
1112,小孩子,囡仔栽,gín-á-tsai,2160
1113,小屋,寮,liâu,11040
1114,小屋子,間仔,king-á,9189
1115,小巷,巷仔,hāng-á,4879
1116,小指,尾指,bué-tsáinn/bé-tsáinn,3105
1117,小流氓,竹雞仔,tik-ke-á/tik-kue-á,2828
1118,小個子,細粒子,sè-lia̍p-tsí/suè-lia̍p-tsí,7785
1119,小個子,細漢,sè-hàn/suè-hàn,7793
1120,小冤仇,鳥鼠仔冤,niáu-tshí-á-uan/niáu-tshú-á-uan,8155
1121,小冥紙,小銀,sió-gîn/sió-gûn,513
1122,小島,小島,sió-tó,53939
1123,小徑,小路,sió-lōo,498
1124,小時,點鐘,tiám-tsing,12507
1125,小時候,細漢,sè-hàn/suè-hàn,7793
